=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.09.18 16:55:29 =~=~=~=~=~=~=~=~=~=~=~=
dumping log in 3 seconds!:
167150773, 16, 130639, 135520, 137964, 167150714, 0.33
167151412, 17, 130639, 135520, 137964, 167151362, 0.34
167152020, 17, 130639, 135520, 137964, 167151968, 0.35
167152626, 20, 130639, 135520, 137964, 167152574, 0.36
167153233, 18, 130639, 135520, 137964, 167153181, 0.37
167153842, 18, 130639, 135520, 137964, 167153787, 0.38
167154445, 16, 130639, 135520, 137964, 167154393, 0.39
167155054, 24, 130639, 135520, 137964, 167155002, 0.40
167155889, 24, 130639, 135520, 137964, 167155838, 0.42
167156508, 19, 130639, 135520, 137964, 167156457, 0.43
167157116, 15, 130639, 135520, 137964, 167157064, 0.44
167157722, 15, 130639, 135520, 137964, 167157671, 0.45
167158329, 19, 130639, 135520, 137964, 167158277, 0.46
167158934, 19, 130639, 135520, 137964, 167158883, 0.47
167159683, 16, 130678, 135448, 137987, 167159628, 0.48
167160718, 13, 130678, 135448, 137987, 167160664, 0.50
167161349, 16, 130678, 135448, 137987, 167161299, 0.51
167161959, 24, 130678, 135448, 137987, 167161907, 0.52
167162560, 24, 130678, 135448, 137987, 167162509, 0.53
167163169, 17, 130678, 135448, 137987, 167163117, 0.54
167163772, 17, 130678, 135448, 137987, 167163721, 0.55
167164379, 21, 130678, 135448, 137987, 167164327, 0.56
167164987, 18, 130678, 135448, 137987, 167164936, 0.57
167165591, 18, 130678, 135448, 137987, 167165540, 0.58
167166198, 20, 130678, 135448, 137987, 167166147, 0.59
167166803, 20, 130678, 135448, 137987, 167166751, 0.60
167167410, 14, 130678, 135448, 137987, 167167359, 0.61
167168017, 20, 130678, 135448, 137987, 167167965, 0.62
167168764, 20, 130641, 135488, 137983, 167168711, 0.64
167169397, 16, 130641, 135488, 137983, 167169345, 0.65
167170411, 29, 130641, 135488, 137983, 167170358, 0.66
167171048, 17, 130641, 135488, 137983, 167170996, 0.68
167171656, 17, 130641, 135488, 137983, 167171604, 0.69
167172267, 20, 130641, 135488, 137983, 167172215, 0.70
167172878, 23, 130641, 135488, 137983, 167172826, 0.71
167173483, 23, 130641, 135488, 137983, 167173431, 0.72
167174095, 18, 130641, 135488, 137983, 167174044, 0.73
167174700, 20, 130641, 135488, 137983, 167174649, 0.74
167175312, 20, 130641, 135488, 137983, 167175260, 0.75
167175919, 25, 130641, 135488, 137983, 167175867, 0.76
167176527, 25, 130641, 135488, 137983, 167176475, 0.78
167177134, 19, 130641, 135488, 137983, 167177082, 0.79
167177884, 16, 130627, 135455, 138005, 167177831, 0.80
167178507, 16, 130627, 135455, 138005, 167178455, 0.81
167179124, 23, 130627, 135455, 138005, 167179071, 0.82
167179730, 10, 130627, 135455, 138005, 167179677, 0.83
167180749, 20, 130627, 135455, 138005, 167180695, 0.84
167181388, 20, 130627, 135455, 138005, 167181336, 0.86
167181998, 23, 130627, 135455, 138005, 167181946, 0.87
167182604, 20, 130627, 135455, 138005, 167182553, 0.88
167183216, 20, 130627, 135455, 138005, 167183164, 0.89
167183826, 21, 130627, 135455, 138005, 167183771, 0.90
167184433, 21, 130627, 135455, 138005, 167184381, 0.91
167185044, 21, 130627, 135455, 138005, 167184992, 0.92
167185651, 22, 130627, 135455, 138005, 167185599, 0.93
167186261, 22, 130627, 135455, 138005, 167186209, 0.94
167186874, 25, 130627, 135455, 138005, 167186822, 0.96
167187625, 17, 130656, 135451, 137984, 167187571, 0.97
167188255, 17, 130656, 135451, 137984, 167188203, 0.98
167188870, 18, 130656, 135451, 137984, 167188818, 0.99
167189477, 23, 130656, 135451, 137984, 167189425, 1.00
167190485, 20, 130656, 135451, 137984, 167190432, 1.02
