=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.09.18 18:51:55 =~=~=~=~=~=~=~=~=~=~=~=
dumping log in 3 seconds!:
95056745, 223, 125125, 140957, 135882, 95056685, 3.84
95057527, 223, 127134, 141438, 133960, 95057476, 3.88
95058173, 230, 127134, 141438, 133960, 95058120, 3.92
95058807, 227, 127134, 141438, 133960, 95058753, 3.96
95059433, 227, 127134, 141438, 133960, 95059382, 4.00
95060063, 196, 127134, 141438, 133960, 95060013, 4.03
95060690, 212, 127134, 141438, 133960, 95060638, 4.07
95061320, 212, 127134, 141438, 133960, 95061269, 4.10
95061951, 220, 127134, 141438, 133960, 95061900, 4.14
95062578, 212, 127134, 141438, 133960, 95062527, 4.18
95063209, 212, 127134, 141438, 133960, 95063158, 4.21
95063839, 214, 127134, 141438, 133960, 95063788, 4.25
95064465, 209, 127134, 141438, 133960, 95064413, 4.28
95065094, 209, 127134, 141438, 133960, 95065043, 4.32
95066131, 197, 127134, 141438, 133960, 95066073, 4.38
95066913, 234, 126841, 142065, 131770, 95066861, 4.42
95067557, 206, 126841, 142065, 131770, 95067504, 4.46
95068192, 210, 126841, 142065, 131770, 95068141, 4.50
95068850, 210, 126841, 142065, 131770, 95068797, 4.53
95069687, 208, 126841, 142065, 131770, 95069632, 4.58
95070319, 204, 126841, 142065, 131770, 95070268, 4.62
95070946, 204, 126841, 142065, 131770, 95070896, 4.65
95071573, 216, 126841, 142065, 131770, 95071522, 4.69
95072202, 214, 126841, 142065, 131770, 95072152, 4.72
95072832, 214, 126841, 142065, 131770, 95072781, 4.76
95073459, 194, 126841, 142065, 131770, 95073408, 4.80
95074089, 213, 126841, 142065, 131770, 95074038, 4.83
95074716, 213, 126841, 142065, 131770, 95074665, 4.87
95075345, 238, 126841, 142065, 131770, 95075294, 4.90
95076512, 232, 126690, 141043, 130029, 95076453, 4.97
95077165, 208, 126690, 141043, 130029, 95077112, 5.01
95077795, 208, 126690, 141043, 130029, 95077740, 5.05
95078420, 203, 126690, 141043, 130029, 95078368, 5.08
95079050, 214, 126690, 141043, 130029, 95078999, 5.12
95079676, 214, 126690, 141043, 130029, 95079624, 5.15
95080305, 225, 126690, 141043, 130029, 95080254, 5.19
95080936, 200, 126690, 141043, 130029, 95080884, 5.23
95081561, 200, 126690, 141043, 130029, 95081510, 5.26
95082190, 219, 126690, 141043, 130029, 95082139, 5.30
95082820, 219, 126690, 141043, 130029, 95082768, 5.33
95083445, 219, 126690, 141043, 130029, 95083393, 5.37
95084073, 214, 126690, 141043, 130029, 95084022, 5.41
95084698, 222, 126690, 141043, 130029, 95084646, 5.44
95085466, 222, 124771, 141066, 129944, 95085412, 5.49
95086521, 212, 124771, 141066, 129944, 95086462, 5.55
95087161, 207, 124771, 141066, 129944, 95087111, 5.59
95087789, 218, 124771, 141066, 129944, 95087734, 5.62
95088407, 218, 124771, 141066, 129944, 95088358, 5.66
95089035, 205, 124771, 141066, 129944, 95088985, 5.69
95089654, 217, 124771, 141066, 129944, 95089605, 5.73
95090282, 217, 124771, 141066, 129944, 95090231, 5.76
95090904, 206, 124771, 141066, 129944, 95090854, 5.80
95091528, 206, 124771, 141066, 129944, 95091478, 5.84
95092150, 206, 124771, 141066, 129944, 95092101, 5.87
95092778, 213, 124771, 141066, 129944, 95092724, 5.91
95093396, 220, 124771, 141066, 129944, 95093347, 5.94
95094024, 220, 124771, 141066, 129944, 95093973, 5.98
95094784, 211, 124333, 140362, 130617, 95094730, 6.02
95095423, 225, 124333, 140362, 130617, 95095369, 6.06
95096049, 225, 124333, 140362, 130617, 95096000, 6.10
95096672, 214, 124333, 140362, 130617, 95096620, 6.13
95097295, 230, 124333, 140362, 130617, 95097246, 6.17
95097918, 230, 124333, 140362, 130617, 95097867, 6.21
95098538, 239, 124333, 140362, 130617, 95098489, 6.24
95099165, 204, 124333, 140362, 130617, 95099114, 6.28
95099801, 204, 124333, 140362, 130617, 95099736, 0.03
95100432, 199, 124333, 140362, 130617, 95100380, 0.07
95101058, 211, 124333, 140362, 130617, 95101010, 0.10
95101677, 211, 124333, 140362, 130617, 95101627, 0.14
95102298, 224, 124333, 140362, 130617, 95102251, 0.17
95102917, 224, 124333, 140362, 130617, 95102867, 0.21
95103534, 221, 124333, 140362, 130617, 95103487, 0.25
95104298, 209, 124972, 139416, 131086, 95104248, 0.29
95104945, 213, 124972, 139416, 131086, 95104893, 0.33
95105607, 213, 124972, 139416, 131086, 95105555, 0.36
95106620, 216, 124972, 139416, 131086, 95106564, 0.42
95107264, 227, 124972, 139416, 131086, 95107214, 0.46
95107892, 224, 124972, 139416, 131086, 95107843, 0.50
95108515, 224, 124972, 139416, 131086, 95108465, 0.53
95109143, 206, 124972, 139416, 131086, 95109094, 0.57
95109769, 215, 124972, 139416, 131086, 95109716, 0.61
95110393, 215, 124972, 139416, 131086, 95110344, 0.64
95111019, 212, 124972, 139416, 131086, 95110969, 0.68
95111643, 212, 124972, 139416, 131086, 95111594, 0.71
95112270, 217, 124972, 139416, 131086, 95112221, 0.75
95112899, 213, 124972, 139416, 131086, 95112849, 0.79
95113661, 213, 125020, 139046, 131671, 95113610, 0.83
